lpp_1943.1	"s1p: 
s1c: 
s1o: 
s1t: 
"	"s1p: publication-91
s1c: chapter
s1o: ordinal-entity
s1t: thing
"
lpp_1943.627	"s627m: 
s627a: 
s627r: 
s627y: 
s627i: 
s627m6: 
s627h2: 
s627h: 
s627m2: 
s627p2: 
s627t: 
s627h3: 
s627w2: 
s627d: 
s627m3: 
s627h4: 
s627r2: 
s627m4: 
s627h5: 
s627i2: 
s627m5: 
"	"s627m: mean-01
s627a: admire-01
s627r: regard-01
s627y: you
s627i: i
s627m6: man
s627h2: have-degree-91
s627h: handsome
s627m2: most
s627p2: planet
s627t: this
s627h3: have-degree-91
s627w2: well-09
s627d: dress-01
s627m3: most
s627h4: have-degree-91
s627r2: rich
s627m4: most
s627h5: have-degree-91
s627i2: intelligent-01
s627m5: most
"
lpp_1943.627	"s627m: 
s627a: 
s627r: 
s627y: 
s627i: 
s627m6: 
s627h2: 
s627h: 
s627m2: 
s627p2: 
s627t: 
s627h3: 
s627w2: 
s627d: 
s627m3: 
s627h4: 
s627r2: 
s627m4: 
s627h5: 
s627i2: 
s627m5: 
"	"s627m: mean-01
s627a: admire-01
s627r: regard-01
s627y: you
s627i: i
s627m6: man
s627h2: have-degree-91
s627h: handsome
s627m2: most
s627p2: planet
s627t: this
s627h3: have-degree-91
s627w2: well-09
s627d: dress-01
s627m3: most
s627h4: have-degree-91
s627r2: rich
s627m4: most
s627h5: have-degree-91
s627i2: intelligent-01
s627m5: most
"
lpp_1943.627	"s627m: 
s627a: 
s627r: 
s627y: 
s627i: 
s627m6: 
s627h2: 
s627h: 
s627m2: 
s627p2: 
s627t: 
s627h3: 
s627w2: 
s627d: 
s627m3: 
s627h4: 
s627r2: 
s627m4: 
s627h5: 
s627i2: 
s627m5: 
"	"s627m: mean-01
s627a: admire-01
s627r: regard-01
s627y: you
s627i: i
s627m6: man
s627h2: have-degree-91
s627h: handsome
s627m2: most
s627p2: planet
s627t: this
s627h3: have-degree-91
s627w2: well-09
s627d: dress-01
s627m3: most
s627h4: have-degree-91
s627r2: rich
s627m4: most
s627h5: have-degree-91
s627i2: intelligent-01
s627m5: most
"
lpp_1943.627	"s627m: 
s627a: 
s627r: 
s627y: 
s627i: 
s627m6: 
s627h2: 
s627h: 
s627m2: 
s627p2: 
s627t: 
s627h3: 
s627w2: 
s627d: 
s627m3: 
s627h4: 
s627r2: 
s627m4: 
s627h5: 
s627i2: 
s627m5: 
"	"s627m: mean-01
s627a: admire-01
s627r: regard-01
s627y: you
s627i: i
s627m6: man
s627h2: have-degree-91
s627h: handsome
s627m2: most
s627p2: planet
s627t: this
s627h3: have-degree-91
s627w2: well-09
s627d: dress-01
s627m3: most
s627h4: have-degree-91
s627r2: rich
s627m4: most
s627h5: have-degree-91
s627i2: intelligent-01
s627m5: most
"
lpp_1943.627	"s627m: 
s627a: 
s627r: 
s627y: 
s627i: 
s627m6: 
s627h2: 
s627h: 
s627m2: 
s627p2: 
s627t: 
s627h3: 
s627w2: 
s627d: 
s627m3: 
s627h4: 
s627r2: 
s627m4: 
s627h5: 
s627i2: 
s627m5: 
"	"s627m: mean-01
s627a: admire-01
s627r: regard-01
s627y: you
s627i: i
s627m6: man
s627h2: have-degree-91
s627h: handsome
s627m2: most
s627p2: planet
s627t: this
s627h3: have-degree-91
s627w2: well-09
s627d: dress-01
s627m3: most
s627h4: have-degree-91
s627r2: rich
s627m4: most
s627h5: have-degree-91
s627i2: intelligent-01
s627m5: most
"
lpp_1943.627	"s627m: 
s627a: 
s627r: 
s627y: 
s627i: 
s627m6: 
s627h2: 
s627h: 
s627m2: 
s627p2: 
s627t: 
s627h3: 
s627w2: 
s627d: 
s627m3: 
s627h4: 
s627r2: 
s627m4: 
s627h5: 
s627i2: 
s627m5: 
"	"s627m: mean-01
s627a: admire-01
s627r: regard-01
s627y: you
s627i: i
s627m6: man
s627h2: have-degree-91
s627h: handsome
s627m2: most
s627p2: planet
s627t: this
s627h3: have-degree-91
s627w2: well-09
s627d: dress-01
s627m3: most
s627h4: have-degree-91
s627r2: rich
s627m4: most
s627h5: have-degree-91
s627i2: intelligent-01
s627m5: most
"
lpp_1943.627	"s627m: 
s627a: 
s627r: 
s627y: 
s627i: 
s627m6: 
s627h2: 
s627h: 
s627m2: 
s627p2: 
s627t: 
s627h3: 
s627w2: 
s627d: 
s627m3: 
s627h4: 
s627r2: 
s627m4: 
s627h5: 
s627i2: 
s627m5: 
"	"s627m: mean-01
s627a: admire-01
s627r: regard-01
s627y: you
s627i: i
s627m6: man
s627h2: have-degree-91
s627h: handsome
s627m2: most
s627p2: planet
s627t: this
s627h3: have-degree-91
s627w2: well-09
s627d: dress-01
s627m3: most
s627h4: have-degree-91
s627r2: rich
s627m4: most
s627h5: have-degree-91
s627i2: intelligent-01
s627m5: most
"
lpp_1943.627	"s627m: 
s627a: 
s627r: 
s627y: 
s627i: 
s627m6: 
s627h2: 
s627h: 
s627m2: 
s627p2: 
s627t: 
s627h3: 
s627w2: 
s627d: 
s627m3: 
s627h4: 
s627r2: 
s627m4: 
s627h5: 
s627i2: 
s627m5: 
"	"s627m: mean-01
s627a: admire-01
s627r: regard-01
s627y: you
s627i: i
s627m6: man
s627h2: have-degree-91
s627h: handsome
s627m2: most
s627p2: planet
s627t: this
s627h3: have-degree-91
s627w2: well-09
s627d: dress-01
s627m3: most
s627h4: have-degree-91
s627r2: rich
s627m4: most
s627h5: have-degree-91
s627i2: intelligent-01
s627m5: most
"
lpp_1943.627	"s627m: 
s627a: 
s627r: 
s627y: 
s627i: 
s627m6: 
s627h2: 
s627h: 
s627m2: 
s627p2: 
s627t: 
s627h3: 
s627w2: 
s627d: 
s627m3: 
s627h4: 
s627r2: 
s627m4: 
s627h5: 
s627i2: 
s627m5: 
"	"s627m: mean-01
s627a: admire-01
s627r: regard-01
s627y: you
s627i: i
s627m6: man
s627h2: have-degree-91
s627h: handsome
s627m2: most
s627p2: planet
s627t: this
s627h3: have-degree-91
s627w2: well-09
s627d: dress-01
s627m3: most
s627h4: have-degree-91
s627r2: rich
s627m4: most
s627h5: have-degree-91
s627i2: intelligent-01
s627m5: most
"
lpp_1943.627	"s627m: 
s627a: 
s627r: 
s627y: 
s627i: 
s627m6: 
s627h2: 
s627h: 
s627m2: 
s627p2: 
s627t: 
s627h3: 
s627w2: 
s627d: 
s627m3: 
s627h4: 
s627r2: 
s627m4: 
s627h5: 
s627i2: 
s627m5: 
"	"s627m: mean-01
s627a: admire-01
s627r: regard-01
s627y: you
s627i: i
s627m6: man
s627h2: have-degree-91
s627h: handsome
s627m2: most
s627p2: planet
s627t: this
s627h3: have-degree-91
s627w2: well-09
s627d: dress-01
s627m3: most
s627h4: have-degree-91
s627r2: rich
s627m4: most
s627h5: have-degree-91
s627i2: intelligent-01
s627m5: most
"
lpp_1943.628	"s628s: 
s628c: 
s628m: 
s628o: 
s628p: 
s628y: 
"	"s628s: say-91
s628c: contrast-91
s628m: man
s628o: only
s628p: planet
s628y: you
"
lpp_1943.628	"s628s: 
s628c: 
s628m: 
s628o: 
s628p: 
s628y: 
"	"s628s: say-91
s628c: contrast-91
s628m: man
s628o: only
s628p: planet
s628y: you
"
lpp_1943.629	"s629k2: 
s629y: 
s629t: 
s629i: 
"	"s629k2: kind-01
s629y: you
s629t: this
s629i: i
"
lpp_1943.630	"s630a: 
s630y: 
s630i: 
s630s: 
s630j: 
"	"s630a: admire-01
s630y: you
s630i: i
s630s: same-01
s630j: just
"
lpp_1943.630	"s630a: 
s630y: 
s630i: 
s630s: 
s630j: 
"	"s630a: admire-01
s630y: you
s630i: i
s630s: same-01
s630j: just
"
lpp_1943.631	"s631s: 
s631p: 
s631l: 
s631s2: 
s631s3: 
s631c2: 
s631a: 
s631i: 
s631y: 
s631i2: 
s631a2: 
"	"s631s: say-01
s631p: prince
s631l: little
s631s2: shrug-01
s631s3: shoulder
s631c2: contrast-91
s631a: admire-01
s631i: i
s631y: you
s631i2: interest-01
s631a2: umr-unknown
"
lpp_1943.631	"s631s: 
s631p: 
s631l: 
s631s2: 
s631s3: 
s631c2: 
s631a: 
s631i: 
s631y: 
s631i2: 
s631a2: 
"	"s631s: say-01
s631p: prince
s631l: little
s631s2: shrug-01
s631s3: shoulder
s631c2: contrast-91
s631a: admire-01
s631i: i
s631y: you
s631i2: interest-01
s631a2: umr-unknown
"
lpp_1943.631	"s631s: 
s631p: 
s631l: 
s631s2: 
s631s3: 
s631c2: 
s631a: 
s631i: 
s631y: 
s631i2: 
s631a2: 
"	"s631s: say-01
s631p: prince
s631l: little
s631s2: shrug-01
s631s3: shoulder
s631c2: contrast-91
s631a: admire-01
s631i: i
s631y: you
s631i2: interest-01
s631a2: umr-unknown
"
lpp_1943.631	"s631s: 
s631p: 
s631l: 
s631s2: 
s631s3: 
s631c2: 
s631a: 
s631i: 
s631y: 
s631i2: 
s631a2: 
"	"s631s: say-01
s631p: prince
s631l: little
s631s2: shrug-01
s631s3: shoulder
s631c2: contrast-91
s631a: admire-01
s631i: i
s631y: you
s631i2: interest-01
s631a2: umr-unknown
"
lpp_1943.631	"s631s: 
s631p: 
s631l: 
s631s2: 
s631s3: 
s631c2: 
s631a: 
s631i: 
s631y: 
s631i2: 
s631a2: 
"	"s631s: say-01
s631p: prince
s631l: little
s631s2: shrug-01
s631s3: shoulder
s631c2: contrast-91
s631a: admire-01
s631i: i
s631y: you
s631i2: interest-01
s631a2: umr-unknown
"
lpp_1943.632	"s632a: 
s632g: 
s632p: 
s632l: 
s632a2: 
"	"s632a: and
s632g: go-02
s632p: prince
s632l: little
s632a2: away
"
lpp_1943.633	"s633s: 
s633h: 
s633o: 
s633c2: 
s633g: 
s633c: 
s633j: 
"	"s633s: say-01
s633h: he
s633o: odd
s633c2: certain
s633g: grown-up
s633c: continue-01
s633j: journey-01
"
lpp_1943.633	"s633s: 
s633h: 
s633o: 
s633c2: 
s633g: 
s633c: 
s633j: 
"	"s633s: say-01
s633h: he
s633o: odd
s633c2: certain
s633g: grown-up
s633c: continue-01
s633j: journey-01
"
lpp_1943.633	"s633s: 
s633h: 
s633o: 
s633c2: 
s633g: 
s633c: 
s633j: 
"	"s633s: say-01
s633h: he
s633o: odd
s633c2: certain
s633g: grown-up
s633c: continue-01
s633j: journey-01
"
lpp_1943.649	"s649b: 
s649p: 
s649o: 
s649b3: 
"	"s649b: belong-01
s649p: planet
s649o: ordinal-entity
s649b3: businessman
"
lpp_1943.650	"s650h2: 
s650m: 
s650t: 
s650h: 
s650o: 
s650s: 
s650r: 
s650a: 
s650p: 
s650l: 
"	"s650h2: have-degree-91
s650m: man
s650t: this
s650h: head
s650o: occupy-01
s650s: so
s650r: raise-01
s650a: arrive-01
s650p: prince
s650l: little
"
lpp_1943.650	"s650h2: 
s650m: 
s650t: 
s650h: 
s650o: 
s650s: 
s650r: 
s650a: 
s650p: 
s650l: 
"	"s650h2: have-degree-91
s650m: man
s650t: this
s650h: head
s650o: occupy-01
s650s: so
s650r: raise-01
s650a: arrive-01
s650p: prince
s650l: little
"
lpp_1943.650	"s650h2: 
s650m: 
s650t: 
s650h: 
s650o: 
s650s: 
s650r: 
s650a: 
s650p: 
s650l: 
"	"s650h2: have-degree-91
s650m: man
s650t: this
s650h: head
s650o: occupy-01
s650s: so
s650r: raise-01
s650a: arrive-01
s650p: prince
s650l: little
"
lpp_1943.650	"s650h2: 
s650m: 
s650t: 
s650h: 
s650o: 
s650s: 
s650r: 
s650a: 
s650p: 
s650l: 
"	"s650h2: have-degree-91
s650m: man
s650t: this
s650h: head
s650o: occupy-01
s650s: so
s650r: raise-01
s650a: arrive-01
s650p: prince
s650l: little
"
lpp_1943.651	"s651s: 
s651p: 
s651l: 
s651m: 
s651g: 
s651h: 
"	"s651s: say-01
s651p: prince
s651l: little
s651m: morning
s651g: good-02
s651h: he
"
lpp_1943.651	"s651s: 
s651p: 
s651l: 
s651m: 
s651g: 
s651h: 
"	"s651s: say-01
s651p: prince
s651l: little
s651m: morning
s651g: good-02
s651h: he
"
lpp_1943.652	"s652g: 
s652c: 
s652y: 
"	"s652g: go-out-18
s652c: cigarette
s652y: you
"
lpp_1943.653	"s653s: 
s653m: 
s653s2: 
"	"s653s: say-91
s653m: make-06
s653s2: sum-of
"
lpp_1943.653	"s653s: 
s653m: 
s653s2: 
"	"s653s: say-91
s653m: make-06
s653s2: sum-of
"
lpp_1943.654	"s654s: 
s654m: 
s654s2: 
"	"s654s: say-91
s654m: make-06
s654s2: sum-of
"
lpp_1943.654	"s654s: 
s654m: 
s654s2: 
"	"s654s: say-91
s654m: make-06
s654s2: sum-of
"
lpp_1943.655	"s655s2: 
s655m: 
s655s: 
"	"s655s2: say-91
s655m: make-06
s655s: sum-of
"
lpp_1943.655	"s655s2: 
s655m: 
s655s: 
"	"s655s2: say-91
s655m: make-06
s655s: sum-of
"
lpp_1943.656	"s656m: 
s656g: 
"	"s656m: morning
s656g: good-02
"
lpp_1943.657	"s657s: 
s657m: 
s657s2: 
"	"s657s: say-91
s657m: make-06
s657s2: sum-of
"
lpp_1943.657	"s657s: 
s657m: 
s657s2: 
"	"s657s: say-91
s657m: make-06
s657s2: sum-of
"
lpp_1943.658	"s658s: 
s658m: 
s658s2: 
"	"s658s: say-91
s658m: make-06
s658s2: sum-of
"
lpp_1943.658	"s658s: 
s658m: 
s658s2: 
"	"s658s: say-91
s658m: make-06
s658s2: sum-of
"
lpp_1943.659	"s659h: 
s659i: 
s659t: 
s659l: 
s659i2: 
s659a: 
"	"s659h: have-03
s659i: i
s659t: time
s659l: light-04
s659i2: it
s659a: again
"
lpp_1943.659	"s659h: 
s659i: 
s659t: 
s659l: 
s659i2: 
s659a: 
"	"s659h: have-03
s659i: i
s659t: time
s659l: light-04
s659i2: it
s659a: again
"
lpp_1943.660	"s660s2: 
s660m: 
s660s: 
"	"s660s2: say-91
s660m: make-06
s660s: sum-of
"
lpp_1943.660	"s660s2: 
s660m: 
s660s: 
"	"s660s2: say-91
s660m: make-06
s660s: sum-of
"
lpp_1943.662	"s662s: 
s662m: 
s662t: 
"	"s662s: say-91
s662m: make-06
s662t: that
"
lpp_1943.662	"s662s: 
s662m: 
s662t: 
"	"s662s: say-91
s662m: make-06
s662t: that
"
lpp_1943.663	"s663a: 
s663p: 
s663l: 
s663a2: 
"	"s663a: ask-01
s663p: prince
s663l: little
s663a2: umr-unknown
"
lpp_1943.665	"s665h: 
s665y: 
s665t: 
s665s: 
s665a: 
"	"s665h: have-place-91
s665y: you
s665t: there
s665s: still
s665a: umr-unknown
"
lpp_1943.666	"s666a: 
s666p: 
s666s: 
s666i: 
"	"s666a: and
s666p: possible-01
s666s: stop-01
s666i: i
"
lpp_1943.666	"s666a: 
s666p: 
s666s: 
s666i: 
"	"s666a: and
s666p: possible-01
s666s: stop-01
s666i: i
"
lpp_1943.667	"s667o: 
s667i: 
s667d: 
s667m: 
"	"s667o: obligate-01
s667i: i
s667d: do-02
s667m: much
"
lpp_1943.667	"s667o: 
s667i: 
s667d: 
s667m: 
"	"s667o: obligate-01
s667i: i
s667d: do-02
s667m: much
"
lpp_1943.668	"s668c: 
s668m: 
s668c2: 
s668i: 
"	"s668c: concern-01
s668m: matter
s668c2: consequential-01
s668i: i
"
lpp_1943.668	"s668c: 
s668m: 
s668c2: 
s668i: 
"	"s668c: concern-01
s668m: matter
s668c2: consequential-01
s668i: i
"
lpp_1943.669	"s669a: 
s669i: 
s669b: 
"	"s669a: amuse-01
s669i: i
s669b: balderdash
"
lpp_1943.670	"s670s2: 
s670m: 
s670s: 
"	"s670s2: say-91
s670m: make-06
s670s: sum-of
"
lpp_1943.670	"s670s2: 
s670m: 
s670s: 
"	"s670s2: say-91
s670m: make-06
s670s: sum-of
"
lpp_1943.671	"s671r: 
s671p: 
s671l: 
s671l2: 
s671g: 
s671t: 
s671q: 
s671l3: 
s671a2: 
s671e: 
s671a: 
"	"s671r: repeat-01
s671p: prince
s671l: little
s671l2: let-01
s671g: go-02
s671t: thing
s671q: question-01
s671l3: live-01
s671a2: ask-01
s671e: ever
s671a: umr-unknown
"
lpp_1943.671	"s671r: 
s671p: 
s671l: 
s671l2: 
s671g: 
s671t: 
s671q: 
s671l3: 
s671a2: 
s671e: 
s671a: 
"	"s671r: repeat-01
s671p: prince
s671l: little
s671l2: let-01
s671g: go-02
s671t: thing
s671q: question-01
s671l3: live-01
s671a2: ask-01
s671e: ever
s671a: umr-unknown
"
lpp_1943.671	"s671r: 
s671p: 
s671l: 
s671l2: 
s671g: 
s671t: 
s671q: 
s671l3: 
s671a2: 
s671e: 
s671a: 
"	"s671r: repeat-01
s671p: prince
s671l: little
s671l2: let-01
s671g: go-02
s671t: thing
s671q: question-01
s671l3: live-01
s671a2: ask-01
s671e: ever
s671a: umr-unknown
"
lpp_1943.671	"s671r: 
s671p: 
s671l: 
s671l2: 
s671g: 
s671t: 
s671q: 
s671l3: 
s671a2: 
s671e: 
s671a: 
"	"s671r: repeat-01
s671p: prince
s671l: little
s671l2: let-01
s671g: go-02
s671t: thing
s671q: question-01
s671l3: live-01
s671a2: ask-01
s671e: ever
s671a: umr-unknown
"
lpp_1943.671	"s671r: 
s671p: 
s671l: 
s671l2: 
s671g: 
s671t: 
s671q: 
s671l3: 
s671a2: 
s671e: 
s671a: 
"	"s671r: repeat-01
s671p: prince
s671l: little
s671l2: let-01
s671g: go-02
s671t: thing
s671q: question-01
s671l3: live-01
s671a2: ask-01
s671e: ever
s671a: umr-unknown
"
lpp_1943.671	"s671r: 
s671p: 
s671l: 
s671l2: 
s671g: 
s671t: 
s671q: 
s671l3: 
s671a2: 
s671e: 
s671a: 
"	"s671r: repeat-01
s671p: prince
s671l: little
s671l2: let-01
s671g: go-02
s671t: thing
s671q: question-01
s671l3: live-01
s671a2: ask-01
s671e: ever
s671a: umr-unknown
"
lpp_1943.672	"s672r: 
s672b: 
s672h: 
"	"s672r: raise-01
s672b: businessman
s672h: head
"
lpp_1943.673	"s673d: 
s673i: 
s673h: 
s673o: 
s673i2: 
s673p: 
s673t: 
s673t2: 
s673y: 
"	"s673d: disturb-01
s673i: i
s673h: have-frequency-91
s673o: only
s673i2: inhabit-01
s673p: planet
s673t: this
s673t2: temporal-quantity
s673y: year
"
lpp_1943.673	"s673d: 
s673i: 
s673h: 
s673o: 
s673i2: 
s673p: 
s673t: 
s673t2: 
s673y: 
"	"s673d: disturb-01
s673i: i
s673h: have-frequency-91
s673o: only
s673i2: inhabit-01
s673p: planet
s673t: this
s673t2: temporal-quantity
s673y: year
"
lpp_1943.673	"s673d: 
s673i: 
s673h: 
s673o: 
s673i2: 
s673p: 
s673t: 
s673t2: 
s673y: 
"	"s673d: disturb-01
s673i: i
s673h: have-frequency-91
s673o: only
s673i2: inhabit-01
s673p: planet
s673t: this
s673t2: temporal-quantity
s673y: year
"
lpp_1943.674	"s674h: 
s674d: 
s674o: 
s674b2: 
s674n: 
s674t4: 
s674y2: 
s674f3: 
s674g4: 
s674g5: 
s674s2: 
s674l: 
s674k2: 
s674g6: 
"	"s674h: have-temporal-91
s674d: disturb-01
s674o: ordinal-entity
s674b2: before
s674n: now
s674t4: temporal-quantity
s674y2: year
s674f3: fall-01
s674g4: goose
s674g5: giddy
s674s2: some
s674l: location
s674k2: know-01
s674g6: goodness
"
lpp_1943.674	"s674h: 
s674d: 
s674o: 
s674b2: 
s674n: 
s674t4: 
s674y2: 
s674f3: 
s674g4: 
s674g5: 
s674s2: 
s674l: 
s674k2: 
s674g6: 
"	"s674h: have-temporal-91
s674d: disturb-01
s674o: ordinal-entity
s674b2: before
s674n: now
s674t4: temporal-quantity
s674y2: year
s674f3: fall-01
s674g4: goose
s674g5: giddy
s674s2: some
s674l: location
s674k2: know-01
s674g6: goodness
"
lpp_1943.674	"s674h: 
s674d: 
s674o: 
s674b2: 
s674n: 
s674t4: 
s674y2: 
s674f3: 
s674g4: 
s674g5: 
s674s2: 
s674l: 
s674k2: 
s674g6: 
"	"s674h: have-temporal-91
s674d: disturb-01
s674o: ordinal-entity
s674b2: before
s674n: now
s674t4: temporal-quantity
s674y2: year
s674f3: fall-01
s674g4: goose
s674g5: giddy
s674s2: some
s674l: location
s674k2: know-01
s674g6: goodness
"
lpp_1943.674	"s674h: 
s674d: 
s674o: 
s674b2: 
s674n: 
s674t4: 
s674y2: 
s674f3: 
s674g4: 
s674g5: 
s674s2: 
s674l: 
s674k2: 
s674g6: 
"	"s674h: have-temporal-91
s674d: disturb-01
s674o: ordinal-entity
s674b2: before
s674n: now
s674t4: temporal-quantity
s674y2: year
s674f3: fall-01
s674g4: goose
s674g5: giddy
s674s2: some
s674l: location
s674k2: know-01
s674g6: goodness
"
lpp_1943.675	"s675a: 
s675m: 
s675h: 
s675n: 
s675h2: 
s675f2: 
s675m2: 
s675r: 
s675a4: 
s675p: 
s675m4: 
s675i: 
s675a3: 
"	"s675a: and
s675m: make-01
s675h: he
s675n: noise
s675h2: have-degree-91
s675f2: frighten-01
s675m2: most
s675r: resound-01
s675a4: all-over
s675p: place
s675m4: mistake-02
s675i: i
s675a3: add-02
"
lpp_1943.675	"s675a: 
s675m: 
s675h: 
s675n: 
s675h2: 
s675f2: 
s675m2: 
s675r: 
s675a4: 
s675p: 
s675m4: 
s675i: 
s675a3: 
"	"s675a: and
s675m: make-01
s675h: he
s675n: noise
s675h2: have-degree-91
s675f2: frighten-01
s675m2: most
s675r: resound-01
s675a4: all-over
s675p: place
s675m4: mistake-02
s675i: i
s675a3: add-02
"
lpp_1943.675	"s675a: 
s675m: 
s675h: 
s675n: 
s675h2: 
s675f2: 
s675m2: 
s675r: 
s675a4: 
s675p: 
s675m4: 
s675i: 
s675a3: 
"	"s675a: and
s675m: make-01
s675h: he
s675n: noise
s675h2: have-degree-91
s675f2: frighten-01
s675m2: most
s675r: resound-01
s675a4: all-over
s675p: place
s675m4: mistake-02
s675i: i
s675a3: add-02
"
lpp_1943.675	"s675a: 
s675m: 
s675h: 
s675n: 
s675h2: 
s675f2: 
s675m2: 
s675r: 
s675a4: 
s675p: 
s675m4: 
s675i: 
s675a3: 
"	"s675a: and
s675m: make-01
s675h: he
s675n: noise
s675h2: have-degree-91
s675f2: frighten-01
s675m2: most
s675r: resound-01
s675a4: all-over
s675p: place
s675m4: mistake-02
s675i: i
s675a3: add-02
"
lpp_1943.675	"s675a: 
s675m: 
s675h: 
s675n: 
s675h2: 
s675f2: 
s675m2: 
s675r: 
s675a4: 
s675p: 
s675m4: 
s675i: 
s675a3: 
"	"s675a: and
s675m: make-01
s675h: he
s675n: noise
s675h2: have-degree-91
s675f2: frighten-01
s675m2: most
s675r: resound-01
s675a4: all-over
s675p: place
s675m4: mistake-02
s675i: i
s675a3: add-02
"
lpp_1943.675	"s675a: 
s675m: 
s675h: 
s675n: 
s675h2: 
s675f2: 
s675m2: 
s675r: 
s675a4: 
s675p: 
s675m4: 
s675i: 
s675a3: 
"	"s675a: and
s675m: make-01
s675h: he
s675n: noise
s675h2: have-degree-91
s675f2: frighten-01
s675m2: most
s675r: resound-01
s675a4: all-over
s675p: place
s675m4: mistake-02
s675i: i
s675a3: add-02
"
lpp_1943.677	"s677h: 
s677e: 
s677i: 
s677e2: 
"	"s677h: have-quant-91
s677e: exercise-02
s677i: i
s677e2: enough
"
lpp_1943.677	"s677h: 
s677e: 
s677i: 
s677e2: 
"	"s677h: have-quant-91
s677e: exercise-02
s677i: i
s677e2: enough
"
lpp_1943.678	"s678h: 
s678i: 
s678t: 
s678l: 
"	"s678h: have-03
s678i: i
s678t: time
s678l: loaf-01
"
lpp_1943.678	"s678h: 
s678i: 
s678t: 
s678l: 
"	"s678h: have-03
s678i: i
s678t: time
s678l: loaf-01
"
lpp_1943.679	"s679d: 
s679o: 
s679t: 
"	"s679d: disturb-01
s679o: ordinal-entity
s679t: this
"
lpp_1943.680	"s680s2: 
s680s: 
s680i: 
s680h: 
"	"s680s2: say-91
s680s: say-01
s680i: i
s680h: have-quant-91
"
lpp_1943.680	"s680s2: 
s680s: 
s680i: 
s680h: 
"	"s680s2: say-91
s680s: say-01
s680i: i
s680h: have-quant-91
"
lpp_1943.680	"s680s2: 
s680s: 
s680i: 
s680h: 
"	"s680s2: say-91
s680s: say-01
s680i: i
s680h: have-quant-91
"
lpp_1943.683	"s683s: 
s683h: 
s683o: 
s683i: 
s683o3: 
s683l: 
s683t2: 
s683s4: 
s683s2: 
s683o2: 
s683s3: 
s683m: 
"	"s683s: say-01
s683h: he
s683o: object
s683i: include-91
s683o3: object
s683l: little
s683t2: that
s683s4: sky
s683s2: see-01
s683o2: one
s683s3: sometimes
s683m: multiple
"
lpp_1943.683	"s683s: 
s683h: 
s683o: 
s683i: 
s683o3: 
s683l: 
s683t2: 
s683s4: 
s683s2: 
s683o2: 
s683s3: 
s683m: 
"	"s683s: say-01
s683h: he
s683o: object
s683i: include-91
s683o3: object
s683l: little
s683t2: that
s683s4: sky
s683s2: see-01
s683o2: one
s683s3: sometimes
s683m: multiple
"
lpp_1943.683	"s683s: 
s683h: 
s683o: 
s683i: 
s683o3: 
s683l: 
s683t2: 
s683s4: 
s683s2: 
s683o2: 
s683s3: 
s683m: 
"	"s683s: say-01
s683h: he
s683o: object
s683i: include-91
s683o3: object
s683l: little
s683t2: that
s683s4: sky
s683s2: see-01
s683o2: one
s683s3: sometimes
s683m: multiple
"
lpp_1943.686	"s686o: 
s686l: 
s686g: 
"	"s686o: object
s686l: little
s686g: glitter-01
"
lpp_1943.689	"s689o: 
s689g: 
s689l: 
s689s: 
s689m: 
s689l2: 
s689d: 
s689i: 
"	"s689o: object
s689g: gold
s689l: little
s689s: set-08
s689m: man
s689l2: lazy
s689d: dream-01
s689i: idle-01
"
lpp_1943.689	"s689o: 
s689g: 
s689l: 
s689s: 
s689m: 
s689l2: 
s689d: 
s689i: 
"	"s689o: object
s689g: gold
s689l: little
s689s: set-08
s689m: man
s689l2: lazy
s689d: dream-01
s689i: idle-01
"
lpp_1943.689	"s689o: 
s689g: 
s689l: 
s689s: 
s689m: 
s689l2: 
s689d: 
s689i: 
"	"s689o: object
s689g: gold
s689l: little
s689s: set-08
s689m: man
s689l2: lazy
s689d: dream-01
s689i: idle-01
"
lpp_1943.690	"s690c: 
s690m: 
s690c2: 
s690i: 
"	"s690c: concern-01
s690m: matter
s690c2: consequential-01
s690i: i
"
lpp_1943.690	"s690c: 
s690m: 
s690c2: 
s690i: 
"	"s690c: concern-01
s690m: matter
s690c2: consequential-01
s690i: i
"
lpp_1943.691	"s691t2: 
s691d2: 
s691i2: 
s691l: 
s691i: 
"	"s691t2: time
s691d2: dream-01
s691i2: idle
s691l: live-01
s691i: i
"
lpp_1943.691	"s691t2: 
s691d2: 
s691i2: 
s691l: 
s691i: 
"	"s691t2: time
s691d2: dream-01
s691i2: idle
s691l: live-01
s691i: i
"
lpp_1943.693	"s693m: 
s693a: 
s693y: 
s693s: 
"	"s693m: mean-01
s693a: umr-unknown
s693y: you
s693s: star
"
lpp_1943.694	"s694b: 
s694t2: 
"	"s694b: be-it-07
s694t2: that
"
lpp_1943.696	"s696a: 
s696d: 
s696y: 
s696a2: 
s696s: 
"	"s696a: and
s696d: do-02
s696y: you
s696a2: umr-unknown
s696s: star
"
lpp_1943.697	"s697s: 
s697h: 
"	"s697s: say-91
s697h: have-quant-91
"
lpp_1943.697	"s697s: 
s697h: 
"	"s697s: say-91
s697h: have-quant-91
"
lpp_1943.698	"s698a: 
s698c: 
s698m: 
s698c2: 
s698i: 
s698a2: 
"	"s698a: and
s698c: concern-01
s698m: matter
s698c2: consequential-01
s698i: i
s698a2: accurate
"
